applicant_id,business_type,years_in_operation,promoter_credit_score,promoter_exp_years,prior_default,annual_revenue,gst_turnover,ebitda_margin,net_margin,total_debt,existing_emi,loan_amount_requested,loan_tenure_months,loan_purpose,proposed_emi,dscr,collateral_type,collateral_value,default_probability_true,default_flag
APP_00340,Manufacturing,11,631,17,0,8616278,7438668,0.1862,0.0684,8321903,176877,2348454,48,Expansion,78974,0.52,Machinery,4437617,0.5,0
APP_00341,Retail/Trading,3,715,6,0,2739405,3053863,0.1551,0.0226,385220,8358,499520,48,Debt Consolidation,15668,1.47,Real Estate,397983,0.0474,0
APP_00342,Retail/Trading,2,557,13,0,4053852,3762609,0.0529,0.0566,818930,10778,285639,36,Debt Consolidation,11417,0.81,Real Estate,495356,0.8176,1
APP_00343,Manufacturing,8,580,15,0,2484631,2603755,0.212,0.1286,1971652,35116,873282,36,Expansion,33898,0.64,Inventory,1703871,0.8176,0
APP_00344,Retail/Trading,2,562,9,1,3617188,3059677,-0.0456,-0.0294,364325,5952,1219934,36,Expansion,48119,-0.25,Inventory,1042407,0.9933,1
APP_00345,Retail/Trading,17,816,28,0,3961206,3678249,0.0255,-0.0035,70328,1201,638862,24,Inventory Restocking,36023,0.23,Real Estate,1043331,0.3775,0
APP_00346,Services,4,735,11,0,8882045,9410943,0.2253,0.1515,8903058,115659,2096400,60,Inventory Restocking,61683,0.94,None,0,0.3775,1
APP_00347,Services,11,683,16,1,2354839,2142155,0.2596,0.1666,386902,6449,540033,48,Equipment Purchase,16832,2.19,None,0,0.3775,1
APP_00348,Manufacturing,2,758,10,0,16950001,19528517,0.1151,0.0773,2903253,42659,1900276,48,Debt Consolidation,64979,1.51,Inventory,3214410,0.0474,1
APP_00349,Retail/Trading,15,713,28,0,5230556,5567881,0.0769,0.0305,1404576,38028,528212,36,Inventory Restocking,22592,0.55,Inventory,847115,0.2689,0
APP_00350,Services,6,690,9,0,1934406,2220913,0.2247,0.1564,2464731,36613,668325,12,Equipment Purchase,62937,0.36,Real Estate,664189,0.5,1
APP_00351,Services,4,760,8,0,8591855,8232339,0.1981,0.2016,1468501,30873,3037868,36,Debt Consolidation,125137,0.91,Machinery,4546122,0.2689,0
APP_00352,Logistics,5,674,8,0,4666132,3796337,0.0761,0.0619,1307168,16842,1417631,36,Equipment Purchase,59397,0.39,Machinery,1506228,0.5,1
APP_00353,Services,3,726,7,0,3103072,3197579,0.2338,0.1353,1674939,23238,234182,48,Equipment Purchase,8209,1.92,Inventory,255643,0.0474,0
APP_00354,Manufacturing,5,729,6,0,29497558,27600198,0.0744,0.0637,9177116,222498,10860993,48,Expansion,373303,0.31,Machinery,21223740,0.2689,1
APP_00355,Manufacturing,2,774,6,0,3703611,3626854,0.1379,0.0626,2931772,71564,1456494,24,Working Capital,81878,0.28,Inventory,813471,0.2689,1
APP_00356,Services,4,725,13,0,3125499,3351922,0.2837,0.2001,1753525,35025,1004738,36,Working Capital,38118,1.01,Inventory,1576595,0.1192,1
APP_00357,Manufacturing,10,603,17,0,17070133,18440282,0.1465,0.0954,14394686,342431,2964987,36,Working Capital,112962,0.46,Real Estate,3054173,0.5,1
APP_00358,Services,7,778,15,0,9866370,8001848,0.312,0.1179,16277261,227540,1894551,36,Equipment Purchase,72846,0.85,Receivables,2694280,0.2689,0
APP_00359,Logistics,3,783,9,0,13327089,14762697,0.2086,0.0104,10674330,128039,4722758,36,Inventory Restocking,179438,0.75,Real Estate,6691435,0.1192,0
APP_00360,Services,5,593,11,0,2742288,2735178,0.2499,0.1702,3201043,47456,406037,24,Working Capital,21222,0.83,Real Estate,565924,0.8176,1
APP_00361,Retail/Trading,13,565,26,0,7017392,7176543,0.1573,0.0297,5801907,120988,699284,24,Inventory Restocking,38986,0.57,Receivables,666988,0.8176,1
APP_00362,Services,4,825,9,0,1021046,938543,0.2552,0.1989,1281601,20315,345094,48,Debt Consolidation,12187,0.67,Real Estate,548717,0.1192,1
APP_00363,Retail/Trading,2,710,3,0,537919,520884,0.0048,-0.0002,5951,79,100000,12,Working Capital,9501,0.02,Inventory,70820,0.6225,1
APP_00364,Services,9,670,18,0,2652200,2875382,0.1888,0.1175,2487836,30270,974829,48,Equipment Purchase,34723,0.64,Inventory,1457187,0.5,1
APP_00365,Logistics,0,840,11,0,5703574,6334877,0.0738,0.087,936019,25825,1474309,36,Expansion,58781,0.41,Machinery,2117464,0.2689,1
APP_00366,Retail/Trading,5,696,15,0,96036870,91700082,0.156,0.0414,78943600,1291254,23469437,60,Equipment Purchase,646033,0.64,Machinery,42637417,0.5,1
APP_00367,Construction,14,529,23,0,24148354,25994423,0.189,0.0845,8695787,150565,7763992,60,Inventory Restocking,233488,0.99,Real Estate,7158539,0.8581,0
APP_00368,Logistics,5,723,17,0,1451053,1310616,0.1201,0.0778,635580,11370,100000,36,Debt Consolidation,3988,0.95,Receivables,58678,0.2689,0
APP_00369,Manufacturing,11,625,19,0,15412938,17459915,0.1879,0.0994,12482693,207408,4619853,36,Equipment Purchase,174977,0.63,Inventory,6668863,0.5,0
APP_00370,Manufacturing,2,767,15,1,1072333,1119435,0.1545,0.0856,470738,8501,278241,36,Expansion,11856,0.68,Inventory,382836,0.7311,1
APP_00371,Manufacturing,5,624,9,0,33924338,37658546,0.1415,0.0272,23075342,439423,7915336,24,Expansion,432622,0.46,Inventory,9112921,0.5,0
APP_00372,Manufacturing,5,787,10,0,2939109,2912251,0.1468,0.0816,2411683,58097,370516,12,Debt Consolidation,35718,0.38,Real Estate,553138,0.1192,0
APP_00373,Manufacturing,8,794,8,0,2704752,2411675,0.1053,0.0656,434142,7236,920432,36,Working Capital,39294,0.51,Inventory,508224,0.1192,0
APP_00374,Services,6,817,10,0,18333775,17814790,0.285,0.1763,3574257,47397,2525067,48,Equipment Purchase,88380,3.21,Real Estate,3878425,0.0067,0
APP_00375,Manufacturing,15,829,20,0,2755360,2624739,0.067,0.0591,728216,17749,610093,24,Equipment Purchase,32628,0.31,Machinery,925264,0.1192,0
APP_00376,Retail/Trading,4,889,13,0,43921793,40982837,0.1198,-0.0079,20059774,280762,4626199,36,Expansion,175735,0.96,Real Estate,6672776,0.3775,1
APP_00377,Tech/Startup,6,642,16,0,2719197,2406134,0.0935,-0.0874,604253,12368,1062658,36,Inventory Restocking,41326,0.39,None,0,0.9089,1
APP_00378,Manufacturing,5,637,6,0,15634273,17255028,0.1055,0.0906,7952560,146456,1846196,60,Equipment Purchase,52477,0.69,Machinery,3496954,0.5,0
APP_00379,Tech/Startup,6,626,12,0,6194418,5169493,0.1314,-0.0186,4104681,49200,2051135,24,Expansion,115823,0.41,Receivables,3428702,0.8581,1
APP_00380,Retail/Trading,6,774,19,0,12170892,14057676,0.2198,0.0243,6223034,90966,1729212,24,Inventory Restocking,97026,1.19,Inventory,919979,0.1192,0
APP_00381,Manufacturing,3,701,6,0,1608385,1399310,0.1431,0.1184,978555,13876,224554,60,Working Capital,6012,0.96,Real Estate,365223,0.2689,0
APP_00382,Services,10,542,14,0,597113,711728,0.3063,0.1663,737299,11357,117988,12,Working Capital,11595,0.66,Real Estate,167884,0.8176,0
APP_00383,Services,3,790,5,0,1747182,2088559,0.2307,0.1722,961309,18675,604606,36,Expansion,23618,0.79,None,0,0.1824,0
APP_00384,Logistics,3,588,7,0,3319529,3184606,0.0906,0.0302,1752499,25619,964804,36,Expansion,40189,0.38,Receivables,1274948,0.8176,1
APP_00385,Services,1,778,12,0,4240062,5067418,0.2639,0.2121,2690838,46434,1505528,36,Working Capital,57753,0.89,Machinery,2190253,0.5,0
APP_00386,Tech/Startup,4,823,7,1,3015056,3460160,0.0858,-0.0482,1011768,13323,200574,36,Expansion,7798,1.02,Receivables,292167,0.69,1
APP_00387,Retail/Trading,3,665,14,0,500000,416486,0.0012,0.0028,1544,24,192246,48,Debt Consolidation,6413,0.01,Receivables,176649,0.5,0
APP_00388,Manufacturing,1,814,14,0,2504326,2952428,0.1682,0.0944,238003,3259,192827,24,Equipment Purchase,10641,2.53,Real Estate,255111,0.018,0
APP_00389,Tech/Startup,5,722,14,0,5651686,4617459,0.197,-0.0814,1117946,14570,1708916,24,Debt Consolidation,91245,0.88,None,0,0.7858,1
APP_00390,Tech/Startup,14,440,19,0,4024768,3512679,0.1069,-0.0636,764739,10140,493076,36,Inventory Restocking,20780,1.16,None,0,0.9427,1
APP_00391,Construction,2,755,3,0,3439300,3555679,0.1542,0.0439,2634501,47639,1184136,36,Expansion,50301,0.45,Machinery,676892,0.3318,0
APP_00392,Retail/Trading,6,633,8,1,3103040,2582644,-0.0067,0.0493,60904,1134,1091731,36,Expansion,41912,-0.04,Real Estate,1400947,0.8808,1
APP_00393,Retail/Trading,5,687,16,0,5767239,4986880,0.0429,0.023,924591,11897,1401078,60,Inventory Restocking,42396,0.38,Inventory,1224739,0.5,1
APP_00394,Tech/Startup,9,763,23,0,1533931,1812181,0.1034,-0.0508,902523,21053,292988,60,Equipment Purchase,8006,0.45,Receivables,351805,0.69,0
APP_00395,Retail/Trading,10,597,19,0,4015468,4810029,-0.0685,-0.0178,359933,7284,1315788,24,Working Capital,70224,-0.3,Inventory,717819,0.9526,1
APP_00396,Logistics,21,849,21,0,3304935,3699063,0.1061,0.1191,1838031,43963,1176262,36,Debt Consolidation,49257,0.31,Machinery,1544623,0.1192,1
APP_00397,Logistics,7,578,13,0,1204253,1211579,0.0733,0.0388,228380,6006,371380,24,Equipment Purchase,19813,0.29,Machinery,281156,0.8176,1
APP_00398,Retail/Trading,3,717,11,1,4334890,5028994,0.1473,0.0511,1504041,22940,1592729,60,Working Capital,49699,0.73,Real Estate,1910996,0.7311,1
APP_00399,Tech/Startup,4,537,5,0,500000,422379,0.1212,-0.0464,238737,3012,134643,36,Working Capital,5364,0.6,None,0,0.9781,1
APP_00400,Tech/Startup,4,837,10,0,2386368,2809129,0.0048,-0.0974,62675,1484,679315,36,Expansion,26715,0.03,None,0,0.5744,0
APP_00401,Manufacturing,4,687,18,0,8074624,7595162,0.1042,0.068,2034093,27415,2019880,48,Inventory Restocking,72269,0.7,Inventory,1660563,0.5,0
APP_00402,Logistics,16,678,18,0,8835484,10113057,0.1803,0.051,7469289,137788,1951376,36,Expansion,78026,0.62,Real Estate,1220862,0.5,0
APP_00403,Services,9,575,13,0,5475663,5844445,0.2182,0.1416,723778,11021,1528811,24,Inventory Restocking,84652,1.04,None,0,0.7311,1
APP_00404,Tech/Startup,8,649,13,0,7058547,8358094,0.1687,-0.0462,4676934,64367,1739256,36,Expansion,70918,0.73,None,0,0.9089,1
APP_00405,Retail/Trading,2,836,9,0,11339812,12993963,0.1134,0.0155,5101604,72792,3469233,36,Debt Consolidation,134572,0.52,Machinery,4394159,0.1192,1
APP_00406,Logistics,10,489,13,0,6110774,7058916,0.0236,0.0696,513673,12068,2303652,48,Expansion,76792,0.14,None,0,0.8808,1
APP_00407,Retail/Trading,12,724,13,0,22116639,23282224,0.0961,0.059,12030453,289621,3993524,36,Debt Consolidation,152412,0.4,Receivables,3420525,0.2689,0
APP_00408,Manufacturing,5,499,7,0,500000,566631,0.1542,0.1526,436570,5432,100000,24,Equipment Purchase,5521,0.59,Machinery,115689,0.8176,1
APP_00409,Logistics,4,359,11,0,14501406,15992911,0.0729,0.0174,2517509,63230,801373,36,Equipment Purchase,32353,0.92,Real Estate,1447807,0.8176,1
APP_00410,Manufacturing,15,695,21,0,500000,432324,0.1408,0.0711,211937,4559,117231,48,Expansion,3686,0.71,Inventory,224577,0.5,0
APP_00411,Retail/Trading,3,717,8,0,2540820,2691843,0.0702,0.0271,867057,15200,243894,48,Equipment Purchase,8455,0.63,Inventory,255268,0.2689,0
APP_00412,Construction,3,762,7,0,12949280,11126930,0.1239,0.0436,8251176,109419,3892556,12,Working Capital,378964,0.27,Inventory,2885028,0.3318,0
APP_00413,Construction,3,783,13,0,11343333,13019678,0.0905,0.0767,2872180,44237,3662256,12,Debt Consolidation,355248,0.21,Machinery,7317413,0.1545,0
APP_00414,Services,6,635,10,0,1682986,1390785,0.3096,0.2488,1260713,19879,509876,36,Inventory Restocking,20101,1.09,Inventory,302629,0.2689,1
APP_00415,Services,7,746,7,0,5088008,6079246,0.2684,0.1839,6847560,98933,1227866,36,Debt Consolidation,50826,0.76,Receivables,799329,0.2689,0
APP_00416,Retail/Trading,11,608,24,0,2638360,2533486,0.0908,0.0512,616659,8276,625228,24,Expansion,34109,0.47,Machinery,1049992,0.5,0
APP_00417,Retail/Trading,9,800,14,0,14900255,12937172,0.0764,0.0213,3106210,65863,4116849,36,Equipment Purchase,166721,0.41,Real Estate,3866194,0.1192,0
APP_00418,Retail/Trading,9,626,21,0,4912017,5768034,0.0681,0.0869,416893,11295,1199245,60,Equipment Purchase,35870,0.59,Real Estate,2164809,0.5,1
APP_00419,Services,13,718,21,0,2476065,2025843,0.3391,0.1249,2927494,69527,774022,36,Working Capital,31679,0.69,Real Estate,1009075,0.2689,0
APP_00420,Tech/Startup,3,724,10,0,8521588,8419689,0.125,-0.0579,2445192,55663,3094058,36,Equipment Purchase,129250,0.48,None,0,0.7858,1
APP_00421,Tech/Startup,1,857,12,0,10798331,11965531,0.1897,-0.0856,7676571,202435,2566172,48,Expansion,91775,0.58,None,0,0.7858,1
APP_00422,Tech/Startup,9,751,18,0,4264303,3951730,0.1569,-0.047,1983978,27600,377900,24,Expansion,20897,1.15,None,0,0.5744,1
APP_00423,Manufacturing,5,794,19,0,11804773,11940927,0.0572,0.1377,3118136,39733,1131623,36,Inventory Restocking,45250,0.66,Inventory,1657451,0.1192,0
APP_00424,Retail/Trading,11,635,11,0,35107766,37922187,-0.0065,-0.0006,466181,6649,6374568,36,Debt Consolidation,255532,-0.07,Real Estate,12247762,0.8176,1
APP_00425,Manufacturing,6,770,16,0,500000,590395,0.0878,0.119,63505,1409,111851,36,Debt Consolidation,4242,0.65,Inventory,105885,0.2689,1
APP_00426,Services,4,669,16,0,22913884,19272433,0.2195,0.1151,21962198,337312,2950566,60,Debt Consolidation,81041,1.0,Real Estate,3684568,0.2689,0
APP_00427,Retail/Trading,9,666,14,1,30053025,25932475,0.1107,-0.0033,8688245,142455,6264930,24,Inventory Restocking,330835,0.59,Inventory,5867444,0.9707,1
APP_00428,Logistics,6,825,8,0,9239153,9271936,0.1433,0.0609,4765452,63237,900880,12,Inventory Restocking,88543,0.73,Receivables,556512,0.1192,0
APP_00429,Retail/Trading,6,824,11,0,3704222,3583427,0.0927,-0.0284,1947978,23980,497441,60,Inventory Restocking,15163,0.73,Machinery,663443,0.3775,1
APP_00430,Manufacturing,23,778,31,0,830343,800715,0.2081,0.124,546577,7627,254820,24,Working Capital,13346,0.69,Inventory,460644,0.2689,0
APP_00431,Manufacturing,13,828,18,0,5671450,5210840,0.1974,0.1028,1498422,24725,2239936,36,Inventory Restocking,90201,0.81,Machinery,1929920,0.1192,0
APP_00432,Tech/Startup,10,637,24,0,3324856,3405563,0.0914,0.0018,865183,14293,382927,36,Equipment Purchase,14875,0.87,None,0,0.69,1
APP_00433,Services,7,565,14,0,1015320,1170984,0.1807,0.0819,574719,7686,171268,60,Working Capital,4822,1.22,Machinery,303590,0.6225,1
APP_00434,Manufacturing,6,800,19,0,2450929,2118508,0.2124,0.0274,2453299,58578,423374,36,Equipment Purchase,17274,0.57,Machinery,646678,0.1192,0
APP_00435,Manufacturing,5,695,19,0,5137872,4552743,0.2049,0.0374,1656923,38213,658490,36,Debt Consolidation,26849,1.35,Machinery,1200824,0.1192,0
APP_00436,Services,7,774,12,0,7446894,7955735,0.2821,0.1278,5057748,96358,904201,36,Expansion,38100,1.3,Machinery,1181188,0.0474,0
APP_00437,Manufacturing,4,674,9,0,1575998,1296225,0.1697,0.1223,207284,2884,151442,60,Debt Consolidation,4163,3.16,Machinery,172329,0.0474,0
APP_00438,Tech/Startup,2,611,16,0,500000,534752,0.0581,-0.0003,126727,3235,183815,48,Inventory Restocking,6125,0.26,None,0,0.9089,1
APP_00439,Services,6,639,12,0,3965738,3671410,0.2509,0.1535,4568155,86966,1099621,24,Expansion,60106,0.56,Receivables,748990,0.5,1
APP_00440,Manufacturing,7,746,17,0,1791246,1689398,0.2093,0.1194,1130216,22035,271667,48,Debt Consolidation,9640,0.99,Machinery,396485,0.2689,0
APP_00441,Manufacturing,11,753,23,0,3192716,3072094,0.1467,0.034,1620977,27328,448043,48,Working Capital,14972,0.92,Real Estate,748789,0.2689,0
APP_00442,Construction,3,590,12,0,500000,469917,0.1425,0.0149,329481,5655,128201,36,Inventory Restocking,5062,0.55,Receivables,82190,0.8581,1
APP_00443,Retail/Trading,6,568,16,0,3667711,4168294,0.0756,0.0195,547646,7791,1078409,36,Debt Consolidation,42315,0.46,Receivables,998616,0.8176,0
APP_00444,Retail/Trading,9,609,12,0,8425935,9929352,0.0079,0.0035,255005,3862,1167438,36,Expansion,45365,0.11,Machinery,1683049,0.5,1
APP_00445,Tech/Startup,8,584,20,0,3165798,3226595,0.1639,-0.0597,3009824,37939,542956,36,Equipment Purchase,23124,0.71,None,0,0.9781,1
APP_00446,Logistics,16,751,28,0,6101137,6300957,0.0971,0.0661,2439150,54601,925629,48,Debt Consolidation,31331,0.57,Machinery,1818049,0.2689,0
APP_00447,Construction,5,586,12,0,3786632,3136063,0.222,0.0425,781317,13770,305573,24,Working Capital,16252,2.33,Real Estate,190982,0.2315,1
APP_00448,Tech/Startup,3,606,17,0,506177,549342,0.1585,-0.05,168200,3046,100000,24,Expansion,5539,0.78,Receivables,114595,0.8581,1
APP_00449,Retail/Trading,6,675,9,0,5940074,6139895,0.1766,0.062,3519158,85001,1406395,24,Debt Consolidation,74698,0.55,Inventory,1348172,0.5,0
APP_00450,Manufacturing,5,647,19,0,2102306,1724222,0.1318,0.0883,249217,5675,587338,48,Equipment Purchase,19589,0.91,Machinery,480861,0.5,0
APP_00451,Tech/Startup,4,609,10,0,1099430,966806,0.0599,-0.0451,278155,5332,215331,36,Inventory Restocking,8163,0.41,None,0,0.9089,1
APP_00452,Services,4,589,4,0,12162227,10712214,0.2086,0.1293,10398144,145896,4794101,36,Inventory Restocking,201403,0.61,Real Estate,3987879,0.8176,1
APP_00453,Retail/Trading,7,672,18,0,7446561,6466498,0.1385,0.0368,5487645,127006,2003446,48,Inventory Restocking,71355,0.43,Receivables,2604360,0.5,0
APP_00454,Logistics,3,859,11,0,2585192,2749244,0.1382,0.0351,1160781,23818,931456,48,Expansion,32752,0.53,Real Estate,947834,0.1192,0
APP_00455,Manufacturing,10,797,19,0,4474236,5241011,0.1345,0.0693,2592390,37862,1658132,60,Equipment Purchase,45635,0.6,Inventory,1286386,0.1192,0
APP_00456,Retail/Trading,9,878,17,0,6533886,7221186,0.0505,0.0112,495714,7668,2205119,12,Equipment Purchase,214910,0.12,Receivables,3539669,0.1192,1
APP_00457,Manufacturing,8,629,14,0,701917,695564,0.1067,0.0386,38646,942,101423,36,Debt Consolidation,4008,1.26,Real Estate,145657,0.1192,0
APP_00458,Retail/Trading,3,879,10,1,1371493,1318855,0.0762,0.0014,151296,1861,275597,48,Inventory Restocking,9788,0.75,Machinery,319217,0.5,1
APP_00459,Manufacturing,7,842,8,0,1452348,1386387,0.233,0.0399,285022,6612,100000,24,Expansion,5316,2.36,Inventory,171629,0.0067,0
APP_00460,Manufacturing,12,806,21,0,9793301,10189917,0.1298,0.102,3625902,93097,2036932,36,Inventory Restocking,77861,0.62,Real Estate,3366822,0.1192,0
APP_00461,Manufacturing,10,596,23,0,35270852,33284689,0.0429,0.1032,4656275,92013,5389860,36,Inventory Restocking,226603,0.4,Inventory,5379978,0.8176,1
APP_00462,Services,9,540,22,0,10956442,9756150,0.2088,0.1176,9251569,248228,976916,48,Debt Consolidation,30691,0.68,Inventory,1127059,0.8176,1
APP_00463,Services,6,671,17,0,6207280,6462629,0.2792,0.171,2208738,58939,2132236,36,Debt Consolidation,86323,0.99,Real Estate,3140140,0.5,0
APP_00464,Services,6,713,20,0,1571157,1502469,0.1947,0.1399,514199,8062,448889,36,Debt Consolidation,17802,0.99,Inventory,293526,0.2689,0
APP_00465,Construction,13,588,22,0,13108173,10560598,0.2004,0.0467,12848247,162921,5239156,36,Working Capital,217750,0.58,Real Estate,4581387,0.8581,1
APP_00466,Retail/Trading,7,810,13,1,3488622,2821919,0.0298,0.0263,381462,6895,782972,24,Working Capital,43385,0.17,Receivables,466271,0.5,0
APP_00467,Retail/Trading,7,620,7,1,1601209,1456547,0.0753,0.0222,79786,1579,265395,60,Expansion,8107,1.04,Machinery,203970,0.7311,1
APP_00468,Logistics,27,744,29,0,12827350,12891087,0.1424,0.0307,9439567,118139,1825767,36,Expansion,69551,0.81,Real Estate,3021435,0.2689,0
APP_00469,Retail/Trading,5,753,10,0,26583999,25034040,0.1115,0.0189,11751806,301714,5379973,36,Debt Consolidation,226334,0.47,Receivables,7372891,0.2689,1
APP_00470,Construction,0,741,4,0,13077899,10588155,0.068,0.1077,1357531,23119,2072261,24,Equipment Purchase,111899,0.55,Receivables,3699627,0.5744,1
APP_00471,Manufacturing,5,630,9,0,93565904,83204481,0.0729,0.1048,12870699,267443,37123722,36,Expansion,1443136,0.33,Machinery,54480040,0.5,0
APP_00472,Construction,6,748,14,0,2168976,1818833,0.1319,0.0606,1014297,18671,247215,60,Working Capital,6962,0.93,Receivables,331659,0.3318,1
APP_00473,Manufacturing,7,804,12,0,3070519,3621532,0.1064,0.0654,1171011,21016,174084,60,Working Capital,5428,1.03,Inventory,251246,0.0474,0
APP_00474,Logistics,8,820,10,0,1873247,1733003,0.1598,0.0167,1475372,23732,178894,36,Inventory Restocking,6764,0.82,Real Estate,273420,0.1192,0
APP_00475,Services,1,770,15,0,1859649,1498703,0.2249,0.1817,1033757,17898,673260,24,Debt Consolidation,37484,0.63,Inventory,967761,0.5,1
APP_00476,Construction,9,781,10,0,28821956,30673054,0.1107,0.0609,11234154,134659,8441136,36,Equipment Purchase,357882,0.54,Real Estate,5812593,0.1545,0
APP_00477,Manufacturing,6,803,19,0,1426133,1273507,0.1555,0.0539,821515,22069,462623,36,Debt Consolidation,18055,0.46,Inventory,530585,0.1192,0
APP_00478,Services,5,749,13,0,2794388,2868982,0.2712,0.1478,2707339,37410,453152,36,Working Capital,18982,1.12,Real Estate,289570,0.1192,0
APP_00479,Construction,1,680,15,0,24469038,21050668,0.0999,0.079,2203289,57306,6556386,36,Equipment Purchase,252967,0.66,Real Estate,6181326,0.7858,1
APP_00480,Services,15,598,24,0,8567372,10226060,0.2573,0.1479,6087328,107376,2551059,48,Expansion,78865,0.99,None,0,0.8808,1
APP_00481,Services,4,803,17,0,1592758,1892361,0.2345,0.106,882812,19322,261603,48,Inventory Restocking,8857,1.1,Receivables,161588,0.0474,0
APP_00482,Services,9,757,12,0,4892032,5197262,0.2423,0.0834,7066022,86833,1485146,24,Working Capital,81531,0.59,Receivables,1998851,0.2689,0
APP_00483,Retail/Trading,3,584,13,0,701891,760064,0.1169,-0.0046,251187,3553,189777,48,Inventory Restocking,5994,0.72,Real Estate,307413,0.9526,1
APP_00484,Services,7,483,11,0,4234520,4108973,0.277,0.1079,3393918,58298,650770,48,Debt Consolidation,21733,1.22,Real Estate,1039472,0.6225,1
APP_00485,Services,5,713,13,0,5909651,7002178,0.1852,0.1277,3458852,42332,404808,36,Equipment Purchase,16073,1.56,Receivables,738336,0.0474,0
APP_00486,Logistics,9,685,13,0,6383097,6188386,0.2132,0.0369,7560867,107060,850564,60,Debt Consolidation,23006,0.87,Receivables,1617854,0.5,0
APP_00487,Manufacturing,5,591,11,1,51287222,45942436,0.2338,0.0939,46317131,566964,13685362,48,Inventory Restocking,456709,0.98,Inventory,20939864,0.9707,1
APP_00488,Retail/Trading,3,757,4,0,13149197,11126212,0.067,0.0352,2327432,33334,3414330,36,Working Capital,138975,0.43,Real Estate,2599267,0.2689,0
APP_00489,Construction,6,750,7,0,1322773,1168339,0.1567,0.0733,1144097,28796,301165,60,Inventory Restocking,8358,0.46,Receivables,601201,0.3318,0
APP_00490,Logistics,6,735,9,0,6140764,6318142,0.1863,0.0526,6421387,97912,847525,36,Working Capital,35153,0.72,Receivables,1160892,0.2689,0
APP_00491,Retail/Trading,7,742,14,0,4983102,4475008,0.1107,0.0887,1077505,12973,1024465,36,Inventory Restocking,39074,0.88,Real Estate,1968887,0.2689,1
APP_00492,Services,11,686,12,0,50562751,53682461,0.1716,0.1465,23105565,499247,5077274,36,Debt Consolidation,205796,1.03,Inventory,6263109,0.2689,0
APP_00493,Retail/Trading,2,665,11,0,3173586,3024026,0.1201,-0.0116,2215778,29922,894424,48,Inventory Restocking,28935,0.54,Receivables,1726169,0.8176,1
APP_00494,Manufacturing,11,673,17,0,6302187,7277445,0.1015,0.0518,2222659,49543,2232272,24,Expansion,120201,0.31,Machinery,2843195,0.5,0
APP_00495,Retail/Trading,2,806,14,0,7426015,7599718,0.0992,0.0458,2116592,36678,1576469,36,Debt Consolidation,66598,0.59,Real Estate,3058007,0.1192,0
APP_00496,Retail/Trading,9,850,21,0,1492953,1566169,0.0359,0.0429,84372,2105,185946,36,Inventory Restocking,7648,0.46,Real Estate,352096,0.1192,0
APP_00497,Services,9,803,9,0,865212,884786,0.2176,0.1877,492155,9401,293964,36,Inventory Restocking,11324,0.76,Real Estate,547702,0.1192,0
APP_00498,Manufacturing,4,616,12,0,4107290,4740747,0.1756,0.102,2864070,39095,655432,36,Equipment Purchase,27665,0.9,Real Estate,909804,0.5,0
APP_00499,Construction,3,638,12,0,11997010,9901946,0.2194,0.0808,1876739,49164,3093892,36,Debt Consolidation,122648,1.28,Real Estate,3377230,0.1545,0
APP_00500,Construction,3,712,8,0,1115089,922111,0.1115,0.0637,119147,2319,100000,24,Equipment Purchase,5337,1.35,Machinery,51414,0.063,0
APP_00501,Services,6,725,16,0,4781512,5167361,0.1844,0.1169,467014,7051,1440564,48,Debt Consolidation,48030,1.33,Inventory,2533005,0.0474,0
APP_00502,Services,10,772,10,0,2413927,2672665,0.2798,0.2002,1150944,14116,509906,36,Working Capital,19787,1.66,Real Estate,631673,0.0474,0
APP_00503,Retail/Trading,5,817,14,0,527943,513918,0.1337,0.0403,106295,2224,104623,48,Debt Consolidation,3704,0.99,Real Estate,189361,0.1192,0
APP_00504,Tech/Startup,0,738,5,0,7129608,6708405,0.0248,-0.0459,916776,20689,2689236,24,Debt Consolidation,145235,0.09,None,0,0.9089,1
APP_00505,Services,4,493,17,0,8806960,8024708,0.1997,0.1617,2671311,58355,1955333,36,Inventory Restocking,77718,1.08,Real Estate,3493294,0.6225,1
APP_00506,Manufacturing,4,825,8,0,12049289,10769147,0.0838,0.0849,4175527,88152,673105,48,Expansion,21329,0.77,Real Estate,432882,0.1192,0
APP_00507,Logistics,8,556,21,0,13795785,16069101,0.0941,0.0526,1494701,22429,5324308,36,Debt Consolidation,222509,0.44,Inventory,8297398,0.8176,1
APP_00508,Tech/Startup,9,798,20,0,4784988,4392886,0.0735,-0.097,1323494,15767,259702,48,Equipment Purchase,9245,1.17,None,0,0.3318,0
APP_00509,Logistics,7,728,11,0,8714886,9231081,0.1712,0.0411,4320510,70674,2070258,12,Expansion,202225,0.46,Machinery,2353322,0.2689,0
APP_00510,Services,11,764,15,0,6752759,7528231,0.2284,0.1458,4237068,86420,1835122,36,Debt Consolidation,70809,0.82,None,0,0.3775,1
APP_00511,Services,11,603,14,0,500000,404393,0.2172,0.1303,565887,7875,181534,36,Expansion,7540,0.59,Inventory,198886,0.5,0
APP_00512,Retail/Trading,4,696,10,0,891120,724970,0.1519,0.0325,192525,4416,256396,36,Working Capital,9948,0.79,Receivables,157487,0.5,0
APP_00513,Logistics,3,646,17,0,2216580,2068634,0.0981,0.0002,820843,21923,740108,36,Expansion,28103,0.36,Real Estate,621475,0.5,1
