applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,debt_to_income_ratio,collateral_value,repayment_history,default_flag
APP001420,Services,13,1139460,11110,345428,607,6,2.187,459476,Good,0
APP001421,Manufacturing,11,299472,2469,107652,626,1,0.2,144295,Good,0
APP001422,Trading,13,1765564,13787,575309,516,2,1.7,1075088,Average,0
APP001423,Manufacturing,15,2652075,17465,653099,558,1,0.883,490545,Good,0
APP001424,Manufacturing,15,4219823,31036,1505969,745,5,1.463,1950759,Good,0
APP001425,Services,3,9583801,67868,1066662,809,1,1.1,1144856,Average,0
APP001426,Services,14,9513489,90868,2358988,683,0,1.147,4598814,Poor,0
APP001427,Manufacturing,6,19033874,97710,5958456,591,2,1.141,10064255,Poor,0
APP001428,Services,15,993321,4905,107522,339,0,1.721,175933,Poor,0
APP001429,Trading,10,3766084,36405,1141347,840,0,1.399,920133,Good,0
APP001430,Services,3,751110,6549,271677,522,0,0.884,232551,Poor,1
APP001431,Trading,17,7119552,55188,2874042,536,1,1.458,1562821,Average,0
APP001432,Trading,4,50911705,276808,7399997,628,0,1.934,10787738,Poor,1
APP001433,Trading,6,575863,4371,285758,657,1,0.303,301832,Good,0
APP001434,Services,19,10910922,117268,3736631,689,3,0.987,3617286,Good,0
APP001435,Manufacturing,8,17020381,197099,4174716,580,0,1.754,6076494,Good,1
APP001436,Manufacturing,6,908160,9101,181302,703,0,1.504,316015,Average,0
APP001437,Manufacturing,7,6730439,31403,2215382,611,1,1.926,1549757,Good,0
APP001438,Services,6,2019517,19697,914204,612,0,0.176,1716867,Poor,1
APP001439,Manufacturing,12,3052830,18850,940962,646,1,1.789,518852,Good,0
APP001440,Services,6,1921642,13055,700609,594,1,1.654,450253,Good,0
APP001441,Services,7,2496363,14476,606812,538,0,1.649,1066285,Average,1
APP001442,Manufacturing,11,20535274,218316,5241852,553,0,1.235,6494946,Average,1
APP001443,Services,10,3193405,30566,684889,559,1,0.249,1307372,Good,1
APP001444,Trading,5,1392047,12897,532116,705,0,1.124,634537,Average,1
APP001445,Services,12,4060533,39521,989450,713,0,0.875,1869253,Average,0
APP001446,Manufacturing,5,142285,873,50000,633,2,1.201,42972,Good,0
APP001447,Services,3,988767,7783,244977,634,0,1.507,349012,Average,1
APP001448,Services,2,21697103,204902,9579941,770,0,1.232,19080387,Good,1
APP001449,Services,7,2812658,26640,1111846,715,0,0.656,1183108,Average,1
APP001450,Services,2,1627818,17524,380675,810,1,1.289,191168,Good,0
APP001451,Trading,4,4406870,28905,2039162,600,0,0.258,1215500,Good,0
APP001452,Trading,7,10560049,111790,1372099,547,1,0.16,2454121,Good,1
APP001453,Services,15,27587520,216144,3307785,779,2,0.963,4094470,Good,0
APP001454,Trading,6,1761594,17178,265979,659,1,1.589,347123,Good,0
APP001455,Manufacturing,2,1754639,13974,257198,573,0,1.663,437015,Good,0
APP001456,Services,7,2502749,30212,338205,712,1,1.195,580822,Good,0
APP001457,Services,14,17448591,98773,6360657,607,1,1.799,7735398,Good,0
APP001458,Services,6,3774699,36960,1284669,730,1,0.389,2295820,Good,0
APP001459,Manufacturing,16,97683148,876327,35072372,730,0,1.932,42179347,Good,1
APP001460,Services,7,2747347,15401,1031206,641,1,1.901,1559732,Good,0
APP001461,Trading,11,51114993,241095,20586660,503,0,1.239,11323543,Good,0
APP001462,Services,9,933439,10105,170698,575,1,0.262,120683,Good,0
APP001463,Manufacturing,16,471488,2583,164512,833,0,0.963,292359,Poor,0
APP001464,Services,23,3453403,19756,1146597,870,4,0.641,1111829,Good,0
APP001465,Services,5,18960540,233599,9052975,900,0,1.294,9072130,Good,0
APP001466,Manufacturing,8,1726301,17511,333084,706,0,0.461,497789,Good,0
APP001467,Services,15,1490998,9324,184122,570,0,1.015,255709,Good,0
APP001468,Trading,9,16579867,150731,5991931,801,0,0.491,3734668,Good,0
APP001469,Services,2,9601714,82743,3802942,627,1,0.496,6269711,Average,0
APP001470,Services,6,1055627,11827,225142,593,0,0.571,321015,Good,0
APP001471,Trading,9,994353,10186,326485,701,1,0.205,582122,Good,0
APP001472,Services,18,13382421,148513,1656936,875,1,1.511,2159394,Good,0
APP001473,Services,8,305332,1810,147786,655,0,0.683,165740,Good,0
APP001474,Trading,4,17167111,163118,2471548,659,1,1.476,2612452,Good,0
APP001475,Manufacturing,9,10058422,45283,1277703,514,1,1.392,647320,Good,0
APP001476,Services,17,124945,592,50000,694,0,0.226,27983,Average,0
APP001477,Services,5,3513567,35531,951856,726,2,0.793,663269,Average,0
APP001478,Services,5,176396,770,50000,651,0,1.177,94715,Poor,0
APP001479,Services,5,563068,5066,224021,658,0,1.845,407936,Good,0
APP001480,Trading,3,1583427,17686,727663,678,0,0.863,906518,Good,0
APP001481,Services,8,527169,3865,107588,561,1,1.109,82874,Good,0
APP001482,Manufacturing,7,97454874,442477,34256289,436,1,1.575,24635993,Average,0
APP001483,Trading,2,12187113,123277,1425104,643,0,1.626,1260071,Good,0
APP001484,Manufacturing,4,26439754,315004,6732243,635,1,1.904,12542735,Good,0
APP001485,Manufacturing,8,2860569,29015,621249,723,0,1.045,796566,Good,0
APP001486,Trading,11,3798288,34135,727173,900,2,0.568,1240602,Good,0
APP001487,Trading,13,39559174,240661,14157808,805,0,1.552,17840700,Average,0
APP001488,Services,12,7017567,30139,1067310,468,3,0.489,1509358,Good,0
APP001489,Trading,7,8762758,87238,3893155,900,1,0.945,5509413,Good,0
APP001490,Trading,2,850035,5178,311057,720,0,1.294,170150,Average,0
APP001491,Manufacturing,6,877253,9928,337123,635,0,1.415,393726,Average,1
APP001492,Trading,1,4884171,39332,2315769,799,0,1.493,4159291,Poor,0
APP001493,Manufacturing,8,6177443,53055,2946326,410,0,0.468,3634729,Good,1
APP001494,Manufacturing,5,769236,8038,246663,605,2,2.065,284403,Good,0
APP001495,Trading,1,5652654,60268,1685349,671,0,0.439,2173794,Good,0
APP001496,Services,9,570160,5429,133504,674,1,0.333,143002,Good,1
APP001497,Trading,17,3904924,46808,1508193,835,1,1.412,1920080,Average,0
APP001498,Trading,2,385991,4767,121696,772,0,1.829,85554,Average,1
APP001499,Trading,10,26358360,317812,12471458,738,0,1.163,24343290,Good,0
APP001500,Services,6,2172601,23974,424635,634,1,1.281,234056,Good,0
APP001501,Trading,4,1201243,12068,269199,754,1,1.173,329717,Poor,1
APP001502,Trading,4,609633,5910,138042,598,1,0.231,112502,Good,0
APP001503,Manufacturing,6,537826,2705,227177,739,0,1.394,133474,Good,0
APP001504,Manufacturing,6,6668358,42871,931010,589,0,0.781,1375621,Poor,1
APP001505,Trading,7,15765924,66438,4450084,693,1,1.928,8801251,Good,0
APP001506,Trading,4,13188026,70051,3574380,512,1,0.505,5806249,Average,1
APP001507,Trading,5,27887176,218270,3604580,763,0,0.674,3175746,Average,0
APP001508,Trading,11,49954877,269147,13204013,627,0,1.059,16374079,Poor,0
APP001509,Trading,4,14304875,167088,4368010,521,1,1.057,2510174,Good,0
APP001510,Services,9,1675862,18234,211228,571,1,0.911,274069,Poor,1
APP001511,Services,6,4468174,21283,1358078,631,1,0.747,881657,Good,0
APP001512,Services,5,116231,725,56220,568,1,0.43,95119,Good,1
APP001513,Services,20,10208096,112210,5017950,762,4,1.86,2935799,Good,0
APP001514,Manufacturing,3,4212037,45737,1316985,628,2,1.053,676984,Good,1
APP001515,Manufacturing,18,42217969,508533,12920335,779,2,1.289,23157575,Poor,0
APP001516,Manufacturing,12,1200549,14982,257161,645,2,1.238,492158,Average,0
APP001517,Trading,5,7437636,91499,3710236,731,0,1.193,2336821,Good,1
APP001518,Services,13,820116,6220,171971,676,2,1.539,157933,Good,1
APP001519,Manufacturing,0,2771640,17330,779275,624,0,1.296,1256616,Good,0
APP001520,Services,4,292529,3067,50000,553,0,0.62,65474,Good,0
APP001521,Manufacturing,4,25991762,173120,6230041,664,1,1.202,11985696,Good,0
APP001522,Services,10,17440127,189864,2242383,743,1,0.615,2430227,Average,0
APP001523,Trading,11,1785722,15386,709877,603,0,1.219,358476,Average,0
APP001524,Manufacturing,9,5277329,56903,1711996,666,0,0.921,906704,Good,0
APP001525,Trading,8,3740348,24183,1230083,610,0,0.175,1657268,Good,0
APP001526,Manufacturing,13,1474201,12383,316370,869,0,1.495,515100,Average,1
APP001527,Manufacturing,12,4404420,39053,1876100,705,1,0.672,3162964,Good,0
APP001528,Manufacturing,5,1766715,21246,178983,668,1,1.898,334210,Average,1
APP001529,Services,5,14936197,95417,3486712,611,0,0.633,2941431,Average,0
APP001530,Trading,12,2668737,31951,970883,762,0,1.994,1560800,Good,0
APP001531,Manufacturing,7,126210519,1372391,58456801,663,0,0.98,101752663,Good,0
APP001532,Trading,8,3141432,32223,608955,659,0,0.15,1068358,Good,0
APP001533,Services,8,4181234,44839,1323109,658,1,0.295,1478329,Good,0
APP001534,Manufacturing,2,7363459,67831,2320937,543,0,0.256,3339769,Average,0
APP001535,Trading,5,12047487,74702,5417390,809,1,0.257,7190761,Good,0
APP001536,Manufacturing,10,4042087,23224,485886,761,1,0.659,678408,Good,0
APP001537,Manufacturing,5,7336404,83533,1979290,660,0,0.717,1826977,Poor,0
APP001538,Services,6,4558366,46538,788534,651,0,0.311,1202397,Good,0
APP001539,Manufacturing,10,1118429,6647,121475,581,0,0.932,190111,Average,1
APP001540,Trading,13,766808,7125,121778,528,3,0.944,96682,Average,0
APP001541,Services,14,10637538,83996,5218651,589,0,1.309,6082069,Good,0
APP001542,Manufacturing,15,36601818,200899,6805720,794,6,0.772,7711958,Good,0
APP001543,Trading,7,302921,2604,143588,625,1,1.887,233104,Average,0
APP001544,Manufacturing,6,402892,2623,73367,770,0,1.08,110032,Average,0
APP001545,Services,3,385858,1917,182324,652,0,1.285,221394,Good,0
APP001546,Trading,17,12233890,98580,4426813,597,1,0.225,6546357,Good,0
APP001547,Services,6,12561829,114114,1825075,588,0,1.162,1632150,Average,1
APP001548,Trading,17,884249,4030,294248,708,3,0.949,249675,Poor,0
APP001549,Manufacturing,9,97450705,732579,22160837,506,0,1.856,19055648,Average,1
APP001550,Trading,14,2091889,13207,529794,601,0,1.783,288338,Average,0
APP001551,Services,7,30132826,133250,8318720,618,2,1.412,12782664,Poor,1
APP001552,Trading,11,12202740,63623,3283547,754,2,1.659,6497391,Good,1
APP001553,Services,14,885472,4715,323767,706,2,1.425,311965,Good,1
APP001554,Services,5,1833507,10433,746873,678,0,0.132,1415137,Good,0
APP001555,Manufacturing,15,1015748,11032,235319,726,1,1.486,331756,Poor,1
APP001556,Manufacturing,3,448238,3509,210557,759,0,0.436,176320,Poor,1
APP001557,Trading,20,2683116,14468,1275517,695,1,1.447,660458,Good,1
APP001558,Trading,8,584820,2925,68000,562,0,0.12,107820,Good,1
APP001559,Services,5,2640210,17556,279765,678,0,0.691,432198,Good,0
APP001560,Services,12,66503405,719353,17957683,589,3,1.232,15154129,Average,0
APP001561,Trading,9,10132006,72989,3406969,461,2,0.833,3403758,Good,0
APP001562,Manufacturing,2,1445705,7950,305277,672,3,1.569,563868,Poor,0
APP001563,Services,6,1329327,10015,270870,713,2,1.193,199319,Good,1
APP001564,Manufacturing,4,1862704,16381,691684,692,1,1.973,1212636,Average,1
APP001565,Services,4,75975357,335294,25883414,708,1,0.83,19511827,Good,0
APP001566,Trading,4,664432,6243,110866,769,1,1.522,135543,Good,0
APP001567,Services,10,3586389,26751,1627504,573,1,1.738,2031854,Good,1
APP001568,Manufacturing,13,7424248,31536,2761749,637,0,0.582,3336564,Good,0
APP001569,Trading,4,21050898,205928,5158112,529,0,1.533,4806815,Good,0
APP001570,Trading,1,2004578,20252,748609,696,0,0.847,658811,Average,0
APP001571,Trading,1,779132,7329,113021,774,0,0.345,180803,Average,0
APP001572,Manufacturing,22,6157010,43198,1768924,639,1,0.157,1615939,Good,1
APP001573,Services,8,25366922,217649,4251337,738,0,1.513,6015102,Good,0
APP001574,Services,12,2431463,17975,283441,597,2,0.554,501679,Average,0
APP001575,Manufacturing,7,993045,9935,233693,728,1,0.247,410260,Good,0
APP001576,Manufacturing,1,3895219,35173,624380,428,0,1.045,468738,Average,1
APP001577,Manufacturing,10,314874,1526,111278,822,0,0.759,164925,Average,0
APP001578,Trading,19,2802339,26694,1035820,578,1,1.464,1453689,Average,0
APP001579,Trading,5,20091927,198782,3204198,676,1,0.354,2957400,Good,0
APP001580,Trading,1,12264513,88989,1347197,792,0,0.352,1464646,Average,0
APP001581,Manufacturing,3,2713533,31110,1131880,539,0,0.868,1050010,Average,1
APP001582,Trading,13,44509433,498140,4487566,851,2,1.189,5858956,Good,1
APP001583,Trading,9,62519558,351759,14852473,878,2,1.766,25330017,Good,0
APP001584,Trading,15,10179549,119123,3031808,748,0,1.213,5506536,Good,0
APP001585,Services,8,390547,3062,166942,667,1,1.865,264475,Good,1
APP001586,Manufacturing,11,216315,2205,94188,653,0,0.514,115396,Good,0
APP001587,Services,6,27604908,302296,10765245,719,1,1.283,20853818,Good,0
APP001588,Trading,3,4860494,40711,966650,730,0,1.345,1300935,Good,1
APP001589,Trading,11,42189894,316108,16372833,470,0,1.479,19939164,Good,0
APP001590,Services,13,495931,5849,98499,647,3,2.128,175836,Good,0
APP001591,Services,5,2695279,16415,500899,601,0,0.989,389165,Good,1
APP001592,Services,18,18061629,113934,5758971,613,2,0.902,4243310,Average,0
APP001593,Manufacturing,18,1290878,9268,479615,615,0,1.719,802786,Good,1
APP001594,Manufacturing,4,15578437,176486,1888429,528,1,0.486,3410231,Average,1
APP001595,Services,4,2827918,33906,350687,812,1,0.22,213625,Good,0
APP001596,Trading,4,3545933,21277,1466839,599,0,0.943,2414606,Good,0
APP001597,Manufacturing,7,592561,6734,262977,649,0,0.57,298924,Poor,0
APP001598,Manufacturing,6,5052268,31922,1726745,630,2,0.953,2686107,Average,1
APP001599,Manufacturing,3,90308606,1106763,24521604,601,0,1.974,17225298,Good,0
APP001600,Services,4,6084489,55643,2665776,699,0,0.762,5223639,Average,0
APP001601,Manufacturing,1,1006876,4254,394218,620,0,1.445,718233,Good,0
APP001602,Manufacturing,1,26782592,119211,8887473,712,0,0.576,9855841,Poor,0
APP001603,Manufacturing,2,1063892,5740,242464,811,0,0.677,446143,Good,0
APP001604,Trading,22,52720014,302073,9447322,583,2,0.662,17405638,Average,0
APP001605,Manufacturing,20,579477,6121,154992,722,0,1.187,184731,Good,0
APP001606,Trading,12,5511742,33197,1183531,703,2,0.63,2272768,Good,0
APP001607,Manufacturing,5,33877407,414755,7985021,542,1,1.515,15692847,Poor,1
APP001608,Services,2,908521,8601,278236,718,0,1.393,229772,Good,0
APP001609,Manufacturing,7,3962551,39378,664272,637,1,0.95,398563,Good,0
APP001610,Trading,10,20404051,122053,8620113,827,0,0.149,8591879,Good,0
APP001611,Services,4,115374,1339,50000,757,0,0.143,61662,Good,1
APP001612,Services,10,14441777,140544,4222738,669,1,1.162,2698391,Average,1
APP001613,Trading,3,2951042,33553,1175661,634,1,1.744,835882,Good,1
APP001614,Manufacturing,5,29850776,362309,8776375,833,0,1.238,17180181,Good,0
APP001615,Manufacturing,6,1001513,5221,244778,604,2,1.028,393101,Average,0
APP001616,Services,21,494081,2456,143262,718,1,1.826,259649,Good,0
APP001617,Services,4,1505545,16352,661639,651,1,0.524,1294650,Poor,0
APP001618,Services,10,1543302,17569,765744,789,0,0.783,817214,Good,0
APP001619,Trading,4,2494232,22526,879110,785,0,1.174,1346617,Average,1
APP001620,Services,3,1667255,12032,695874,710,0,0.654,540021,Good,1
APP001621,Trading,4,167271,1606,50000,605,2,2.096,66375,Average,0
APP001622,Manufacturing,8,3061839,20556,1384397,650,1,1.009,1128031,Good,1
APP001623,Trading,19,5507648,33889,2652592,564,2,0.298,1964632,Good,1
APP001624,Services,5,2568741,21152,847858,684,3,0.585,549128,Good,0
APP001625,Manufacturing,13,5679989,33897,2280640,595,1,1.162,3123575,Good,0
APP001626,Services,21,4493050,36831,1370820,900,1,1.195,2638522,Good,0
APP001627,Manufacturing,9,448286,5441,96149,613,0,1.97,65701,Good,0
APP001628,Trading,14,2373198,26496,1046341,780,2,1.34,1311558,Poor,0
APP001629,Manufacturing,4,4033199,48453,1366184,810,0,1.367,2091084,Good,0
APP001630,Trading,10,2519457,27426,835838,752,0,0.506,1039609,Average,1
APP001631,Services,11,386611,2753,140592,621,3,0.453,262578,Good,0
APP001632,Manufacturing,3,21088284,230573,9329483,598,0,1.244,6991920,Good,1
APP001633,Services,4,790947,9378,310654,900,1,1.793,166586,Good,0
APP001634,Services,6,537655,6483,99170,859,1,1.266,106575,Average,1
APP001635,Services,4,3614443,35638,1036367,688,0,0.941,1381718,Good,0
APP001636,Manufacturing,7,2178230,12912,1071949,630,0,1.199,945202,Average,0
APP001637,Trading,2,8219048,36967,2645089,566,0,0.991,1990827,Poor,1
APP001638,Manufacturing,20,14523846,78331,6903157,628,1,0.42,11785461,Good,1
APP001639,Services,14,10983179,134136,4671670,749,1,1.558,3657276,Good,0
APP001640,Services,40,4564400,36594,1672438,900,4,1.313,1946756,Good,0
APP001641,Trading,3,7721389,87186,1851172,644,0,0.859,3575949,Good,0
APP001642,Services,10,346379,2785,76801,789,1,1.213,108985,Good,1
APP001643,Trading,4,17553466,169803,6273054,747,1,0.608,7819896,Poor,0
APP001644,Trading,3,1834558,8013,500879,626,2,1.013,521102,Average,1
APP001645,Manufacturing,13,70924358,443197,29752870,775,0,1.283,38100876,Poor,0
APP001646,Services,8,19080186,148868,7711881,769,2,0.63,12350273,Good,0
APP001647,Manufacturing,6,2577525,24285,579562,753,0,1.523,1004839,Good,0
APP001648,Services,9,3679522,20590,1402234,626,1,1.14,2067974,Good,1
APP001649,Services,4,20081571,211618,5980695,729,1,1.787,10080315,Good,1
APP001650,Services,4,114581,825,50000,776,1,1.76,31631,Average,1
APP001651,Manufacturing,5,2699140,29632,715775,755,0,1.04,373320,Poor,0
APP001652,Manufacturing,15,48249573,240431,22105095,787,1,0.521,35403885,Good,0
APP001653,Manufacturing,14,13234116,130108,3226571,657,4,1.7,2879895,Good,1
APP001654,Trading,3,958368,6335,206010,763,0,0.895,374220,Good,1
APP001655,Manufacturing,20,6287244,67869,1513483,819,3,1.38,1973242,Average,0
APP001656,Services,7,808243,6076,150209,618,0,0.304,182921,Good,0
APP001657,Trading,10,2154587,20923,684844,531,3,1.45,1136312,Good,0
APP001658,Manufacturing,4,5609528,67048,891772,821,1,0.86,1437218,Good,0
APP001659,Trading,8,7585118,32908,3238674,619,1,0.785,5040720,Poor,0
APP001660,Trading,3,10056068,42831,1912986,581,0,1.962,2936149,Average,0
APP001661,Trading,4,21636702,229038,7339645,679,0,0.922,9344057,Good,0
APP001662,Trading,12,610931,5836,91645,647,2,1.488,173182,Good,1
APP001663,Services,13,3829516,25306,1881752,483,1,1.343,3454825,Good,1
APP001664,Trading,10,1004288,8322,283038,759,1,0.348,281370,Good,0
APP001665,Services,6,1904984,8603,816987,748,0,1.521,1394630,Good,0
APP001666,Services,3,1085881,6265,442452,552,0,0.714,812635,Average,0
APP001667,Manufacturing,16,8020611,61791,3091762,679,4,1.818,4413126,Good,0
APP001668,Services,13,17925708,199280,7725011,574,0,1.255,10300288,Good,0
APP001669,Manufacturing,1,17373761,141837,2435548,566,0,0.702,3672392,Good,0
APP001670,Services,13,703946,6372,261444,615,3,0.927,194668,Good,0
APP001671,Trading,6,2880060,32970,594245,714,1,1.54,374977,Good,1
APP001672,Services,11,663316,4470,274844,873,1,1.195,475542,Good,0
APP001673,Services,2,579812,5801,279902,612,0,1.37,380663,Good,1
APP001674,Services,5,1272117,14435,585931,743,0,0.401,400631,Good,1
APP001675,Services,8,5908529,34595,862532,745,1,1.645,969897,Poor,1
APP001676,Manufacturing,20,8543609,60978,2117285,477,2,0.809,2005813,Average,1
APP001677,Manufacturing,8,9419619,116160,2314674,527,0,1.278,4197006,Good,1
APP001678,Trading,14,9061687,112003,1349452,882,0,0.318,1701429,Good,0
APP001679,Manufacturing,9,998891,6020,139095,617,2,0.811,190041,Good,0
APP001680,Services,8,20813233,98246,5285646,711,2,1.433,4508315,Good,0
APP001681,Manufacturing,10,11997756,77077,5960828,703,1,0.671,10125034,Good,0
APP001682,Services,7,1883464,14090,616979,451,0,1.773,1169268,Good,0
APP001683,Trading,12,2086396,16360,727552,605,0,1.356,1228647,Good,1
APP001684,Services,3,1255753,11707,362168,728,0,1.754,448830,Average,0
APP001685,Manufacturing,7,503779,5875,183845,570,1,0.901,322212,Good,0
APP001686,Services,21,10741847,74328,5184711,654,2,0.265,4054124,Poor,0
APP001687,Services,15,12901506,145140,4328186,559,0,1.195,2900406,Good,1
APP001688,Trading,9,888330,4393,111943,583,0,0.744,129554,Poor,0
APP001689,Trading,13,582118,2628,172979,623,0,0.952,133591,Good,0
APP001690,Services,18,946673,7920,470591,500,4,1.594,418233,Good,1
APP001691,Manufacturing,1,3895440,18167,993185,769,0,1.431,1368286,Poor,0
APP001692,Trading,6,435958,3242,147158,523,1,0.202,162735,Good,1
APP001693,Trading,5,18634124,216897,2658245,642,1,1.612,4781697,Good,1
APP001694,Manufacturing,2,16547394,102246,2589207,579,0,1.038,2170839,Good,1
APP001695,Trading,23,7599033,76368,3418596,803,6,1.458,6820735,Good,0
APP001696,Manufacturing,11,12224633,81738,2691104,548,2,0.766,2796299,Poor,1
APP001697,Manufacturing,13,4034329,18319,896349,597,0,0.9,1141145,Good,0
APP001698,Manufacturing,5,6896476,60728,1757809,526,0,1.45,1227826,Poor,0
APP001699,Services,6,492867,5482,239824,421,0,1.576,328306,Good,0
APP001700,Trading,7,28159008,213414,3766441,714,0,0.836,7314154,Good,0
APP001701,Services,10,1731122,16118,740064,673,1,1.463,1201935,Good,0
APP001702,Trading,12,3018067,35211,714144,695,1,0.64,618507,Good,1
APP001703,Manufacturing,2,139086107,1494821,61168291,735,1,1.731,71194848,Good,0
APP001704,Trading,12,2632165,15219,1307402,684,2,1.359,1488019,Average,0
APP001705,Trading,6,10505102,107973,2515624,617,2,1.673,1627411,Good,1
APP001706,Manufacturing,18,8346168,69683,1266468,711,0,1.007,2316085,Average,0
APP001707,Trading,16,513595,5332,81019,631,1,0.585,86867,Average,0
APP001708,Manufacturing,9,795370,6591,320928,779,2,1.016,398396,Good,0
APP001709,Trading,8,74834832,391609,11821555,629,0,0.825,11075279,Average,0
APP001710,Services,6,8260645,73651,1686564,650,1,0.782,1228819,Poor,1
APP001711,Manufacturing,10,3506039,28987,637255,733,1,0.553,1180939,Good,0
APP001712,Manufacturing,16,1697976,14403,411371,900,1,1.592,228761,Good,0
APP001713,Services,8,5706277,65569,740370,563,1,0.314,814273,Good,0
APP001714,Trading,5,6398100,74369,2832419,538,0,1.786,4520662,Average,1
APP001715,Manufacturing,8,4959142,39406,2202149,641,1,0.483,2121301,Good,0
APP001716,Services,9,17709620,141047,4696115,593,1,2.012,5489959,Good,0
APP001717,Manufacturing,3,917374,7760,316342,725,0,1.978,426022,Good,0
APP001718,Services,3,750508,6376,267766,675,0,0.857,533556,Good,1
APP001719,Services,5,16409908,198339,6559093,548,1,2.027,10740199,Good,1
APP001720,Manufacturing,18,91747015,878783,28283406,760,0,1.751,55171678,Good,0
APP001721,Manufacturing,15,13305001,86200,4046508,864,3,0.407,6230482,Good,0
APP001722,Manufacturing,2,23357605,200785,8234058,574,1,1.95,7440124,Good,0
APP001723,Manufacturing,4,3038758,28544,1158433,690,0,0.181,1078771,Good,0
APP001724,Manufacturing,12,5457499,51835,1302574,454,0,0.446,2258267,Good,0
APP001725,Services,6,5061904,45778,1175111,625,0,1.211,1341471,Poor,1
APP001726,Manufacturing,10,3309045,18688,687908,700,0,0.253,725974,Good,0
APP001727,Trading,2,27694597,123147,8849493,639,0,0.407,16970150,Good,0
APP001728,Services,8,18825670,131441,4594635,677,1,1.962,2388519,Good,0
APP001729,Services,7,1921866,14854,607550,586,0,1.99,782190,Poor,1
APP001730,Trading,13,312966,1465,82120,802,2,1.716,136533,Good,0
APP001731,Manufacturing,10,3268849,35820,1420947,628,1,1.129,2279559,Good,1
APP001732,Trading,8,624672,4393,80740,543,0,1.811,84886,Average,0
APP001733,Trading,2,3454938,40700,1136274,650,0,0.313,1481101,Good,0
APP001734,Trading,21,787659,4295,260123,784,1,1.941,132237,Good,0
APP001735,Manufacturing,11,23893929,110894,6056798,727,2,0.868,7887437,Good,0
APP001736,Services,4,9491002,77693,2547464,606,0,1.737,3529770,Good,1
APP001737,Trading,8,9503383,54575,3991920,843,1,1.42,7234105,Average,0
APP001738,Manufacturing,6,17305720,207293,3673476,654,0,1.925,2997945,Good,0
APP001739,Trading,7,6289043,26744,2821022,492,2,1.843,4902142,Average,1
APP001740,Trading,15,8537379,64928,3914706,739,1,1.837,6173881,Good,1
APP001741,Services,4,29246451,347727,10535967,644,0,1.3,15793902,Good,0
APP001742,Services,12,2992309,22053,1224282,666,2,1.783,1336403,Good,0
APP001743,Services,15,9317779,46053,3216301,768,2,1.639,3380819,Good,0
APP001744,Manufacturing,11,747621,5002,231839,645,0,0.407,360484,Good,0
APP001745,Trading,7,3939538,32764,1917259,634,0,1.332,3806401,Average,1
APP001746,Trading,4,100749348,575238,21465856,532,0,0.382,23784826,Poor,0
APP001747,Manufacturing,5,11652464,93856,1883741,607,0,1.752,3537476,Good,0
APP001748,Manufacturing,8,3103278,34558,667186,690,0,0.225,920595,Good,0
APP001749,Services,8,5250174,60054,1815773,607,0,1.975,3272474,Good,0
APP001750,Manufacturing,13,3579451,16383,623087,509,0,0.861,514536,Poor,0
APP001751,Trading,2,4720161,25996,2187915,719,0,0.424,3595505,Poor,0
APP001752,Manufacturing,15,2066261,13349,546339,749,0,1.878,957412,Average,0
APP001753,Manufacturing,29,8859040,80828,3897846,778,3,0.336,6814423,Good,0
APP001754,Manufacturing,7,7749381,55601,1547509,571,1,1.043,2595276,Poor,1
APP001755,Services,6,3499833,39199,788398,659,1,1.613,753939,Good,0
APP001756,Services,7,4315602,43755,533794,687,1,0.752,684817,Good,0
APP001757,Services,8,5886149,29453,1195518,725,1,1.155,1135212,Good,1
APP001758,Trading,6,1571285,14725,465297,723,0,1.431,472020,Average,0
APP001759,Manufacturing,1,6836974,34926,3271182,510,0,1.909,3113603,Average,1
APP001760,Trading,7,11272708,70927,2880866,836,2,0.395,2668663,Average,1
APP001761,Trading,8,31777218,179507,11309434,545,2,0.499,17418026,Poor,1
APP001762,Services,16,6113308,34288,1657220,518,1,1.117,2445055,Good,1
APP001763,Manufacturing,4,1477359,13744,175387,364,0,0.895,141431,Average,1
APP001764,Trading,20,3361559,29794,1013217,759,5,1.131,1557596,Good,0
APP001765,Manufacturing,6,623948,3515,78845,806,0,0.664,73846,Good,0
APP001766,Manufacturing,4,10122280,125699,4590251,594,0,1.165,3684032,Good,1
APP001767,Services,11,165176,1268,66271,495,1,1.828,107417,Poor,0
APP001768,Trading,5,15962821,79424,4014020,747,0,0.406,4191849,Poor,0
APP001769,Trading,7,19494541,100814,6941761,534,0,0.509,9399323,Good,0
APP001770,Trading,8,100000,903,50000,727,0,1.375,40009,Good,1
APP001771,Trading,11,24576014,302913,9364001,579,0,0.207,13301945,Good,0
APP001772,Services,7,16331199,145885,7007602,620,0,1.38,5690103,Good,1
APP001773,Services,7,2263857,27336,970511,695,0,0.697,728189,Good,1
APP001774,Services,6,579861,4562,123922,694,2,0.88,133810,Good,0
APP001775,Services,10,1023431,7981,210313,680,1,0.921,354396,Good,0
APP001776,Manufacturing,5,1100212,9168,339480,807,2,0.864,259634,Good,1
APP001777,Services,16,27302912,272443,13299490,853,1,1.748,8984335,Good,0
APP001778,Trading,8,1800186,13015,842863,845,0,1.898,461443,Good,1
APP001779,Manufacturing,2,12965302,147359,3161658,636,0,1.141,3553541,Good,1
