sk_id_curr,amt_income_total,amt_credit,amt_annuity,amt_goods_price,name_contract_type,term,int_rate,grade,fico_score,dti,emp_length,home_ownership,business_type,monthly_cashflow,operating_expenses,repayment_history,target
100189,25000.0,43679.34,1334.65,53819.41,Cash loans, 36 months,9.47,B,742,18.53,16,MORTGAGE,Manufacturing,625.0,1458.33,Average,0
100190,469920.35,289319.54,8840.32,123369.07,Cash loans, 36 months,6.11,A,850,25.18,26,MORTGAGE,Manufacturing,11748.01,27412.02,Good,0
100191,109232.64,23933.99,438.79,137.14,Cash loans, 60 months,19.72,E,614,4.08,21,MORTGAGE,Services,2730.82,6371.9,Good,1
100192,151245.5,136503.69,4170.95,191716.94,Cash loans, 36 months,6.08,A,805,4.64,14,RENT,Manufacturing,3781.14,8822.65,Good,0
100193,348323.41,506736.54,15483.62,734297.36,Cash loans, 36 months,9.21,B,708,11.92,14,OWN,Services,8708.08,20318.87,Good,0
100194,25000.0,12421.93,379.56,6890.69,Cash loans, 36 months,12.83,C,696,30.7,2,OWN,Manufacturing,625.0,1458.33,Good,0
100195,627004.68,834326.93,15295.99,943652.59,Cash loans, 60 months,7.47,A,767,5.03,10,MORTGAGE,Trading,15675.12,36575.27,Good,0
100196,1251482.52,808555.62,24705.87,70455.86,Cash loans, 36 months,16.54,D,623,20.63,0,RENT,Manufacturing,31287.06,73003.15,Good,0
100197,47763.77,90885.25,2777.05,100364.64,Cash loans, 36 months,13.76,C,674,28.99,21,MORTGAGE,Trading,1194.09,2786.22,Good,0
100198,25000.0,8747.12,160.36,7549.05,Cash loans, 60 months,6.74,A,811,15.3,14,OWN,Manufacturing,625.0,1458.33,Good,0
100199,1192258.06,122292.16,3736.7,118585.25,Revolving loans, 36 months,9.92,B,717,31.22,24,OWN,Trading,29806.45,69548.39,Good,0
100200,98285.57,149408.26,4565.25,12963.66,Revolving loans, 36 months,7.57,A,756,37.71,1,OWN,Trading,2457.14,5733.32,Good,0
100201,175594.79,224321.59,4112.56,285066.01,Cash loans, 60 months,7.29,A,790,6.56,26,MORTGAGE,Manufacturing,4389.87,10243.03,Good,0
100202,92728.17,130839.4,3997.87,182640.05,Cash loans, 36 months,9.09,B,746,9.21,14,OWN,Manufacturing,2318.21,5409.14,Poor,0
100203,157985.42,98257.02,1801.38,67747.95,Cash loans, 60 months,16.89,D,643,6.63,13,OWN,Manufacturing,3949.63,9215.82,Good,0
100204,181688.24,237906.84,7269.38,145125.81,Revolving loans, 36 months,9.44,B,737,20.9,5,OWN,Manufacturing,4542.21,10598.48,Good,0
100205,155347.79,71647.11,1313.53,97572.49,Revolving loans, 60 months,10.51,B,702,39.09,17,RENT,Manufacturing,3883.7,9061.95,Average,0
100206,25000.0,10228.24,312.53,11838.58,Cash loans, 36 months,6.02,A,804,0.48,10,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100207,169898.44,74413.38,2273.74,90219.76,Cash loans, 36 months,16.0,D,644,35.79,23,RENT,Manufacturing,4247.46,9910.74,Good,0
100208,14741555.21,4015175.59,122685.92,347531.08,Cash loans, 36 months,25.24,F,553,11.02,16,MORTGAGE,Manufacturing,368538.88,859924.05,Good,0
100209,262671.1,121886.38,2234.58,18612.72,Cash loans, 60 months,17.16,D,659,38.02,0,OWN,Services,6566.78,15322.48,Good,1
100210,25000.0,22929.89,420.38,29092.86,Cash loans, 60 months,17.65,D,623,30.52,18,OWN,Services,625.0,1458.33,Good,0
100211,31906.8,5179.7,158.27,2830.87,Cash loans, 36 months,13.65,C,689,3.8,18,MORTGAGE,Services,797.67,1861.23,Good,0
100212,411323.17,725647.23,22172.55,307463.0,Cash loans, 36 months,6.26,A,774,1.5,3,OWN,Trading,10283.08,23993.85,Good,0
100213,91499.01,44016.92,1344.96,666.24,Cash loans, 36 months,17.28,D,640,29.27,4,MORTGAGE,Manufacturing,2287.48,5337.44,Average,0
100214,25000.0,15393.33,470.35,7780.51,Revolving loans, 36 months,16.44,D,632,16.23,24,OWN,Trading,625.0,1458.33,Good,1
100215,545918.2,228144.94,4182.66,199777.21,Revolving loans, 60 months,25.52,F,541,28.58,9,MORTGAGE,Trading,13647.95,31845.23,Average,1
100216,30231.57,12157.55,371.48,1791.45,Cash loans, 36 months,6.25,A,753,4.88,8,OWN,Manufacturing,755.79,1763.51,Average,0
100217,33209.54,45290.43,1383.87,8075.81,Cash loans, 36 months,16.62,D,629,21.97,12,OWN,Trading,830.24,1937.22,Good,1
100218,314422.3,532661.22,16275.76,562250.37,Revolving loans, 36 months,6.47,A,784,17.51,16,OWN,Services,7860.56,18341.3,Good,0
100219,1281860.58,880363.14,26899.98,156474.46,Revolving loans, 36 months,10.35,B,742,32.35,18,OWN,Services,32046.52,74775.2,Good,0
100220,81619.53,153205.12,2808.76,225649.47,Cash loans, 60 months,6.33,A,835,9.9,6,OWN,Manufacturing,2040.49,4761.14,Good,0
100221,25000.0,22950.66,420.76,20845.1,Cash loans, 60 months,17.36,D,632,13.34,16,RENT,Services,625.0,1458.33,Good,0
100222,215688.12,280682.74,8576.42,176128.64,Cash loans, 36 months,12.56,C,684,4.05,19,MORTGAGE,Trading,5392.2,12581.81,Poor,1
100223,58999.64,115640.43,3533.46,32925.48,Cash loans, 36 months,10.21,B,709,2.96,5,MORTGAGE,Trading,1474.99,3441.65,Good,0
100224,25000.0,31172.77,952.5,3534.23,Revolving loans, 36 months,19.18,E,599,11.89,5,RENT,Services,625.0,1458.33,Good,0
100225,218248.32,125863.1,3845.82,133407.94,Cash loans, 36 months,20.73,E,587,23.91,21,RENT,Manufacturing,5456.21,12731.15,Good,0
100226,3112195.29,1509420.96,46121.2,1587472.2,Cash loans, 36 months,19.03,E,602,16.33,18,RENT,Services,77804.88,181544.73,Good,0
100227,62722.49,28741.15,878.2,42120.46,Cash loans, 36 months,13.5,C,697,3.71,8,RENT,Services,1568.06,3658.81,Average,0
100228,123971.36,151240.42,4621.24,144666.36,Cash loans, 36 months,9.18,B,729,28.56,26,OWN,Manufacturing,3099.29,7231.66,Average,0
100229,68703.23,125810.71,3844.22,80161.21,Cash loans, 36 months,6.67,A,850,14.89,4,OWN,Trading,1717.58,4007.69,Average,0
100230,25000.0,37551.08,1147.39,3856.05,Cash loans, 36 months,10.17,B,720,36.83,5,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100231,693419.65,632705.58,19332.67,616244.79,Revolving loans, 36 months,16.6,D,652,0.88,26,MORTGAGE,Services,17335.49,40449.48,Good,0
100232,334496.7,293813.54,8977.64,114691.55,Cash loans, 36 months,12.14,C,698,6.42,0,MORTGAGE,Trading,8362.42,19512.31,Poor,1
100233,428185.95,698416.08,21340.49,968592.46,Cash loans, 36 months,24.15,F,537,29.7,19,OWN,Manufacturing,10704.65,24977.51,Average,1
100234,180931.29,146497.96,4476.33,50933.73,Cash loans, 36 months,16.16,D,643,36.14,3,MORTGAGE,Manufacturing,4523.28,10554.33,Good,1
100235,54245.16,93933.75,1722.12,61885.05,Cash loans, 60 months,10.39,B,747,7.17,22,RENT,Services,1356.13,3164.3,Good,0
100236,1309859.19,2095671.45,64034.41,1701799.25,Cash loans, 36 months,17.46,D,653,16.57,1,MORTGAGE,Services,32746.48,76408.45,Good,0
100237,44708.66,56097.3,1714.08,4857.93,Cash loans, 36 months,17.23,D,626,38.39,1,MORTGAGE,Manufacturing,1117.71,2608.01,Good,1
100238,147248.51,225559.66,6892.1,110823.83,Cash loans, 36 months,9.04,B,736,23.02,9,OWN,Services,3681.21,8589.5,Good,0
100239,114169.55,56157.61,1715.93,75448.43,Cash loans, 36 months,25.59,F,431,0.72,23,MORTGAGE,Manufacturing,2854.24,6659.89,Good,1
100240,366425.99,43589.92,799.15,35023.84,Cash loans, 60 months,13.69,C,677,32.86,25,OWN,Services,9160.65,21374.85,Good,0
100241,25000.0,44421.59,1357.33,5044.05,Cash loans, 36 months,13.94,C,672,21.67,18,RENT,Manufacturing,625.0,1458.33,Poor,1
100242,399372.5,755148.41,23073.98,505632.53,Cash loans, 36 months,25.22,F,408,29.17,14,OWN,Services,9984.31,23296.73,Good,1
100243,58758.75,98691.12,1809.34,55253.38,Cash loans, 60 months,10.1,B,710,17.04,26,OWN,Manufacturing,1468.97,3427.59,Good,0
100244,356737.33,519105.67,15861.56,515848.76,Cash loans, 36 months,6.32,A,777,15.63,4,OWN,Services,8918.43,20809.68,Good,0
100245,50749.03,78189.43,2389.12,48669.54,Cash loans, 36 months,7.2,A,836,7.41,4,MORTGAGE,Trading,1268.73,2960.36,Good,0
100246,104198.79,148243.27,4529.66,182746.36,Cash loans, 36 months,6.54,A,790,31.85,15,OWN,Trading,2604.97,6078.26,Good,0
100247,178215.47,82471.08,2519.95,27056.57,Cash loans, 36 months,7.56,A,784,32.6,29,OWN,Services,4455.39,10395.9,Poor,0
100248,316856.83,162464.75,4964.2,64337.1,Cash loans, 36 months,7.65,A,769,35.54,11,OWN,Trading,7921.42,18483.32,Good,0
100249,81830.03,76036.24,2323.33,10758.45,Cash loans, 36 months,7.65,A,759,38.69,7,MORTGAGE,Services,2045.75,4773.42,Poor,1
100250,162593.63,192707.33,5888.28,91951.59,Revolving loans, 36 months,7.7,A,804,35.67,12,OWN,Trading,4064.84,9484.63,Good,0
100251,25000.0,38806.79,1185.76,44373.78,Cash loans, 36 months,10.25,B,738,22.54,21,OWN,Manufacturing,625.0,1458.33,Good,0
100252,41901.37,15211.35,464.79,12993.94,Cash loans, 36 months,12.74,C,683,15.17,10,MORTGAGE,Manufacturing,1047.53,2444.25,Good,0
100253,25000.0,24405.43,447.43,18450.64,Revolving loans, 60 months,16.22,D,656,34.55,3,RENT,Services,625.0,1458.33,Good,1
100254,2501342.5,2886315.74,52915.79,3507993.17,Cash loans, 60 months,12.08,C,700,8.17,8,OWN,Trading,62533.56,145911.65,Good,0
100255,195113.38,245535.58,7502.48,308695.3,Cash loans, 36 months,9.8,B,704,19.54,17,MORTGAGE,Manufacturing,4877.84,11381.61,Good,0
100256,239131.49,67034.78,2048.28,70652.0,Cash loans, 36 months,7.83,A,804,9.23,25,MORTGAGE,Services,5978.28,13949.34,Average,0
100257,243791.95,115470.06,2116.95,49626.64,Cash loans, 60 months,9.93,B,725,38.94,26,RENT,Services,6094.8,14221.2,Average,0
100258,70407.49,96576.99,1770.58,44336.29,Cash loans, 60 months,19.83,E,613,31.58,22,OWN,Trading,1760.19,4107.1,Good,0
100259,61402.03,67958.19,1245.9,16923.81,Cash loans, 60 months,6.04,A,754,8.79,19,OWN,Trading,1535.05,3581.79,Good,0
100260,536941.34,970066.32,17784.55,111285.94,Revolving loans, 60 months,19.2,E,586,10.85,4,OWN,Services,13423.53,31321.58,Good,1
100261,109710.75,74261.61,2269.1,349.87,Cash loans, 36 months,12.79,C,683,39.37,5,MORTGAGE,Services,2742.77,6399.79,Good,1
100262,25000.0,34192.59,626.86,44221.43,Cash loans, 60 months,25.68,F,467,21.52,24,MORTGAGE,Manufacturing,625.0,1458.33,Average,0
100263,1651457.34,2795319.12,85412.53,3605100.74,Cash loans, 36 months,16.25,D,647,30.5,11,OWN,Manufacturing,41286.44,96335.01,Average,0
100264,102170.88,179029.08,5470.33,260550.51,Revolving loans, 36 months,6.56,A,834,29.66,24,MORTGAGE,Services,2554.27,5959.97,Good,0
100265,25000.0,45401.56,1387.27,39268.76,Cash loans, 36 months,7.88,A,824,10.11,12,OWN,Services,625.0,1458.33,Good,0
100266,156645.92,23175.91,708.15,18079.78,Cash loans, 36 months,7.5,A,850,23.56,29,RENT,Manufacturing,3916.15,9137.68,Average,0
100267,605296.91,587631.22,17955.4,82659.02,Cash loans, 36 months,20.82,E,606,9.53,16,OWN,Services,15132.42,35308.99,Good,0
100268,382761.19,411296.85,7540.44,576950.0,Cash loans, 60 months,6.95,A,799,28.32,1,MORTGAGE,Services,9569.03,22327.74,Good,0
100269,25000.0,45753.77,1398.03,34402.88,Cash loans, 36 months,10.68,B,705,17.53,18,MORTGAGE,Manufacturing,625.0,1458.33,Average,0
100270,31714.94,9895.91,302.38,4171.86,Cash loans, 36 months,7.6,A,769,15.19,11,MORTGAGE,Trading,792.87,1850.04,Good,0
100271,218869.58,257168.46,4714.76,149410.7,Cash loans, 60 months,6.69,A,850,9.38,25,MORTGAGE,Manufacturing,5471.74,12767.39,Good,0
100272,458547.57,303440.93,9271.81,272927.32,Cash loans, 36 months,7.83,A,850,14.02,18,OWN,Trading,11463.69,26748.61,Good,0
100273,1278869.6,2058357.95,62894.27,439218.31,Cash loans, 36 months,10.88,B,701,39.39,22,OWN,Trading,31971.74,74600.73,Poor,1
100274,209306.17,198580.82,6067.75,73472.51,Cash loans, 36 months,20.5,E,585,26.48,22,RENT,Trading,5232.65,12209.53,Good,0
100275,62294.96,31374.85,958.68,19351.89,Cash loans, 36 months,12.54,C,672,27.64,16,OWN,Manufacturing,1557.38,3633.87,Average,0
100276,145197.2,62340.68,1904.85,10933.64,Cash loans, 36 months,6.27,A,761,38.0,16,RENT,Services,3629.93,8469.84,Good,0
100277,122791.92,165947.95,3042.38,204360.18,Cash loans, 60 months,6.65,A,773,15.98,11,MORTGAGE,Manufacturing,3069.8,7162.86,Good,0
100278,324895.17,105768.74,1939.09,34062.17,Cash loans, 60 months,17.48,D,628,23.79,20,OWN,Services,8122.38,18952.22,Good,0
100279,107605.22,125509.2,3835.0,79738.74,Cash loans, 36 months,16.05,D,642,4.63,26,MORTGAGE,Manufacturing,2690.13,6276.97,Good,0
100280,137975.26,107965.17,1979.36,132909.9,Cash loans, 60 months,24.73,F,566,14.03,24,MORTGAGE,Services,3449.38,8048.56,Good,0
100281,100622.69,184591.89,5640.31,50579.76,Cash loans, 36 months,6.55,A,849,31.26,16,OWN,Services,2515.56,5869.66,Good,0
100282,56499.11,106246.97,3246.44,39806.3,Cash loans, 36 months,9.66,B,722,24.77,24,MORTGAGE,Manufacturing,1412.48,3295.78,Average,0
100283,43568.8,82045.11,2506.93,9451.97,Cash loans, 36 months,25.63,F,481,33.35,14,MORTGAGE,Manufacturing,1089.22,2541.51,Good,1
100284,820128.48,515359.78,15747.1,222639.56,Cash loans, 36 months,13.81,C,664,1.17,25,MORTGAGE,Manufacturing,20503.21,47840.83,Good,0
100285,83854.38,162717.89,4971.94,76408.29,Cash loans, 36 months,12.63,C,694,15.18,21,OWN,Services,2096.36,4891.51,Good,0
100286,86164.31,81288.9,1490.3,80238.85,Cash loans, 60 months,12.47,C,691,37.73,28,OWN,Manufacturing,2154.11,5026.25,Poor,1
100287,39743.72,27267.76,833.18,13301.67,Cash loans, 36 months,7.34,A,850,13.83,25,MORTGAGE,Trading,993.6,2318.38,Good,0
100288,78935.61,124904.52,2289.92,35809.89,Cash loans, 60 months,19.61,E,603,17.24,10,OWN,Manufacturing,1973.39,4604.58,Good,0
100289,240196.76,214415.84,6551.6,54977.21,Cash loans, 36 months,9.79,B,738,3.37,19,MORTGAGE,Services,6004.92,14011.48,Average,0
100290,37671.72,71639.48,2188.98,28424.66,Cash loans, 36 months,12.07,C,677,11.11,10,RENT,Trading,941.79,2197.52,Good,0
100291,50778.23,61349.22,1874.56,72456.98,Cash loans, 36 months,10.95,B,709,15.91,2,OWN,Trading,1269.46,2962.06,Good,0
100292,3090430.86,3322361.08,101516.59,464446.74,Cash loans, 36 months,6.44,A,830,6.53,6,OWN,Manufacturing,77260.77,180275.13,Good,0
100293,26520.28,16748.02,511.75,16650.79,Cash loans, 36 months,7.39,A,780,19.38,11,OWN,Services,663.0,1547.02,Good,0
100294,46093.65,68883.28,2104.77,42127.2,Cash loans, 36 months,20.65,E,604,6.85,19,MORTGAGE,Trading,1152.34,2688.8,Good,0
100295,305654.02,226456.26,6919.5,41479.38,Cash loans, 36 months,6.28,A,786,31.62,28,OWN,Trading,7641.35,17829.82,Good,0
100296,148004.38,90907.77,2777.74,135350.1,Cash loans, 36 months,17.95,D,630,39.54,21,MORTGAGE,Trading,3700.11,8633.59,Good,0
100297,1269726.52,1174861.25,35898.54,1090457.0,Cash loans, 36 months,6.86,A,850,0.94,20,MORTGAGE,Manufacturing,31743.16,74067.38,Good,0
100298,141043.45,140310.75,4287.27,41042.78,Cash loans, 36 months,20.58,E,615,31.24,17,OWN,Trading,3526.09,8227.53,Average,1
100299,332251.94,413981.01,12649.42,357281.66,Cash loans, 36 months,7.38,A,791,9.05,26,MORTGAGE,Manufacturing,8306.3,19381.36,Good,0
100300,25000.0,31284.86,573.56,2111.58,Cash loans, 60 months,6.96,A,770,13.65,21,OWN,Trading,625.0,1458.33,Good,0
100301,214683.3,338591.07,10345.84,367839.17,Cash loans, 36 months,7.61,A,816,15.92,19,OWN,Manufacturing,5367.08,12523.19,Good,0
100302,88460.6,109844.43,3356.36,151135.18,Cash loans, 36 months,7.43,A,850,5.73,13,OWN,Trading,2211.52,5160.2,Good,0
100303,206013.1,261126.34,7978.86,99346.39,Cash loans, 36 months,19.08,E,619,17.69,0,RENT,Manufacturing,5150.33,12017.43,Good,1
100304,25000.0,24381.82,745.0,11639.71,Cash loans, 36 months,6.58,A,770,25.8,11,RENT,Trading,625.0,1458.33,Good,0
100305,39381.66,67625.65,1239.8,57388.31,Cash loans, 60 months,10.21,B,709,15.2,29,MORTGAGE,Services,984.55,2297.26,Good,0
100306,82257.29,160887.8,4916.02,21152.68,Cash loans, 36 months,16.93,D,638,35.65,10,RENT,Services,2056.43,4798.34,Good,0
100307,25000.0,35496.05,1084.6,39321.06,Cash loans, 36 months,10.61,B,718,10.27,5,MORTGAGE,Services,625.0,1458.33,Good,0
100308,292889.15,187633.18,5733.24,173684.33,Cash loans, 36 months,6.25,A,843,7.85,12,OWN,Trading,7322.23,17085.2,Good,0
100309,25000.0,33465.29,613.53,48966.73,Cash loans, 60 months,9.54,B,738,20.93,27,MORTGAGE,Trading,625.0,1458.33,Good,0
100310,235780.7,284810.69,5221.53,155858.01,Cash loans, 60 months,24.38,F,545,18.65,2,RENT,Trading,5894.52,13753.87,Average,1
100311,55658.01,103290.39,1893.66,129093.0,Cash loans, 60 months,10.35,B,709,37.23,13,MORTGAGE,Trading,1391.45,3246.72,Good,0
100312,141162.34,30755.02,939.74,23339.91,Cash loans, 36 months,21.0,E,602,26.32,24,OWN,Trading,3529.06,8234.47,Good,0
100313,89895.45,75136.54,2295.84,49819.29,Cash loans, 36 months,9.3,B,717,38.18,24,OWN,Trading,2247.39,5243.9,Good,0
100314,26176.14,22100.79,675.3,24345.09,Cash loans, 36 months,10.1,B,706,2.34,0,OWN,Trading,654.4,1526.94,Good,0
100315,25000.0,30656.62,936.73,7913.36,Cash loans, 36 months,7.23,A,806,14.86,26,MORTGAGE,Services,625.0,1458.33,Poor,0
100316,146993.82,147874.88,4518.4,183805.42,Cash loans, 36 months,7.88,A,848,11.08,29,OWN,Manufacturing,3674.85,8574.64,Good,0
100317,25000.0,22576.16,413.9,355.36,Cash loans, 60 months,9.68,B,739,24.72,21,OWN,Trading,625.0,1458.33,Good,0
100318,49428.54,7207.14,220.22,1374.0,Cash loans, 36 months,7.5,A,784,18.37,14,MORTGAGE,Trading,1235.72,2883.33,Good,0
100319,660206.8,761816.16,13966.63,721583.27,Cash loans, 60 months,25.08,F,547,38.32,1,MORTGAGE,Services,16505.17,38512.06,Good,1
100320,25000.0,15959.79,292.6,12999.2,Cash loans, 60 months,9.02,B,729,25.01,22,MORTGAGE,Services,625.0,1458.33,Good,0
100321,25000.0,26806.1,819.08,15391.42,Cash loans, 36 months,9.14,B,701,2.48,11,OWN,Services,625.0,1458.33,Good,0
100322,35948.83,59762.93,1095.65,47054.34,Cash loans, 60 months,13.18,C,667,13.22,14,MORTGAGE,Manufacturing,898.72,2097.02,Good,0
100323,87505.55,36362.25,1111.07,37674.54,Cash loans, 36 months,12.34,C,673,26.9,15,MORTGAGE,Services,2187.64,5104.49,Good,0
100324,57632.24,25153.95,768.59,36097.95,Cash loans, 36 months,6.63,A,845,29.15,27,OWN,Trading,1440.81,3361.88,Good,0
100325,185827.68,135798.09,2489.63,89026.14,Cash loans, 60 months,7.37,A,799,13.0,22,OWN,Trading,4645.69,10839.95,Average,0
100326,53593.21,23779.02,435.95,11920.16,Cash loans, 60 months,25.16,F,562,16.8,10,RENT,Services,1339.83,3126.27,Good,1
100327,1689020.36,1993465.07,60911.43,1892204.85,Cash loans, 36 months,9.26,B,750,17.36,12,MORTGAGE,Manufacturing,42225.51,98526.19,Good,0
100328,699144.57,545221.86,16659.56,470739.18,Cash loans, 36 months,20.11,E,583,18.87,10,OWN,Manufacturing,17478.62,40783.43,Good,0
100329,25000.0,18201.65,333.7,11259.62,Cash loans, 60 months,19.63,E,590,17.62,19,MORTGAGE,Trading,625.0,1458.33,Good,0
100330,221576.31,231071.86,7060.53,254620.96,Cash loans, 36 months,7.88,A,850,23.39,25,OWN,Services,5539.41,12925.28,Good,0
100331,1017535.4,1343110.47,41039.49,996294.75,Cash loans, 36 months,25.62,F,529,25.08,12,OWN,Manufacturing,25438.39,59356.23,Average,1
100332,141261.64,67441.8,2060.72,30997.81,Cash loans, 36 months,6.85,A,782,23.52,0,OWN,Manufacturing,3531.54,8240.26,Good,0
100333,148249.84,185192.95,5658.67,239865.58,Cash loans, 36 months,20.11,E,597,13.31,19,OWN,Manufacturing,3706.24,8647.91,Good,0
100334,1092226.9,2178123.14,39932.26,938404.74,Cash loans, 60 months,6.46,A,775,1.97,28,RENT,Manufacturing,27305.67,63713.24,Good,0
100335,26305.99,18254.68,557.78,5741.74,Revolving loans, 36 months,7.56,A,755,12.14,8,MORTGAGE,Services,657.65,1534.52,Good,0
100336,64511.31,124758.31,3812.06,118274.47,Cash loans, 36 months,19.29,E,609,14.68,16,OWN,Services,1612.78,3763.16,Good,0
100337,357860.51,568438.42,10421.37,315681.3,Cash loans, 60 months,24.97,F,549,2.5,29,OWN,Services,8946.51,20875.2,Good,0
100338,383433.41,663925.08,12171.96,761506.42,Cash loans, 60 months,17.89,D,641,27.61,16,OWN,Manufacturing,9585.83,22366.95,Good,0
100339,49054.21,33429.93,1021.47,8882.02,Cash loans, 36 months,19.47,E,616,27.31,25,OWN,Services,1226.35,2861.5,Average,0
100340,62890.13,77725.66,2374.95,75413.78,Cash loans, 36 months,9.61,B,733,25.53,8,RENT,Services,1572.25,3668.59,Average,0
100341,81852.82,138269.07,4224.89,39239.89,Cash loans, 36 months,7.66,A,850,18.44,22,OWN,Services,2046.32,4774.75,Average,0
100342,670030.65,210337.29,6426.97,279658.26,Cash loans, 36 months,7.36,A,805,38.46,27,MORTGAGE,Services,16750.77,39085.12,Good,0
100343,39078.68,8077.87,246.82,6392.39,Cash loans, 36 months,12.24,C,685,1.33,16,OWN,Manufacturing,976.97,2279.59,Good,0
100344,177674.34,160291.61,2938.68,47056.64,Cash loans, 60 months,16.84,D,643,25.95,29,OWN,Manufacturing,4441.85,10364.34,Good,0
100345,355729.44,211035.15,6448.3,119155.18,Cash loans, 36 months,7.11,A,813,4.22,6,RENT,Trading,8893.24,20750.88,Average,0
100346,25619.85,37806.07,693.11,24415.3,Cash loans, 60 months,6.7,A,752,20.5,26,OWN,Services,640.5,1494.49,Average,0
100347,402282.02,122798.61,3752.18,138196.47,Cash loans, 36 months,17.48,D,629,18.09,3,RENT,Services,10057.05,23466.45,Good,0
100348,693537.52,1094601.93,33446.17,1623580.15,Cash loans, 36 months,10.51,B,702,39.48,21,OWN,Trading,17338.43,40456.36,Average,0
100349,437688.45,488397.18,8953.95,238739.29,Revolving loans, 60 months,9.86,B,711,7.4,10,OWN,Manufacturing,10942.21,25531.83,Good,0
100350,25000.0,25915.46,791.86,4151.68,Revolving loans, 36 months,24.6,F,577,2.41,10,RENT,Manufacturing,625.0,1458.33,Good,1
100351,256415.25,163812.18,5005.37,5100.63,Cash loans, 36 months,6.88,A,850,5.56,21,MORTGAGE,Trading,6410.38,14957.56,Good,0
100352,914710.78,1487012.82,27261.9,1351530.03,Cash loans, 60 months,10.91,B,706,35.14,10,OWN,Trading,22867.77,53358.13,Good,0
100353,25000.0,26408.89,484.16,29292.84,Cash loans, 60 months,9.75,B,716,3.5,17,OWN,Manufacturing,625.0,1458.33,Good,0
100354,486145.98,179036.98,3282.34,29187.29,Revolving loans, 60 months,7.55,A,806,15.26,26,RENT,Trading,12153.65,28358.52,Average,0
100355,477333.52,724049.83,13274.25,756517.75,Revolving loans, 60 months,10.85,B,724,26.86,8,MORTGAGE,Trading,11933.33,27844.46,Good,0
100356,689876.1,380272.32,11619.43,366655.76,Cash loans, 36 months,9.73,B,737,27.84,0,OWN,Services,17246.9,40242.77,Average,0
100357,25000.0,22122.6,675.97,13683.93,Cash loans, 36 months,6.72,A,811,29.01,3,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100358,32146.64,32768.18,1001.25,15123.13,Revolving loans, 36 months,13.93,C,673,6.47,24,OWN,Trading,803.67,1875.22,Average,0
100359,154537.17,72844.22,2225.8,100141.41,Cash loans, 36 months,7.9,A,832,13.55,9,MORTGAGE,Services,3863.43,9014.67,Average,0
100360,25000.0,22629.08,691.44,32638.51,Cash loans, 36 months,12.7,C,680,19.56,25,RENT,Trading,625.0,1458.33,Good,0
100361,25000.0,42802.41,1307.85,50973.51,Revolving loans, 36 months,7.69,A,839,32.2,2,OWN,Trading,625.0,1458.33,Good,0
100362,583966.9,591300.99,18067.53,194354.19,Cash loans, 36 months,24.97,F,518,23.86,27,MORTGAGE,Manufacturing,14599.17,34064.74,Good,1
100363,25000.0,36095.75,1102.93,24187.39,Cash loans, 36 months,7.1,A,775,33.56,25,MORTGAGE,Services,625.0,1458.33,Poor,0
100364,1204379.59,902222.57,27567.91,92623.13,Cash loans, 36 months,12.66,C,692,4.78,13,MORTGAGE,Services,30109.49,70255.48,Good,0
100365,44030.49,77156.14,2357.55,89902.15,Cash loans, 36 months,13.41,C,672,6.62,18,OWN,Manufacturing,1100.76,2568.45,Good,0
100366,62635.13,72876.9,1336.08,72905.41,Cash loans, 60 months,17.44,D,627,38.12,7,OWN,Trading,1565.87,3653.72,Good,0
100367,196128.89,243417.15,7437.75,138651.9,Cash loans, 36 months,9.38,B,707,23.67,0,MORTGAGE,Services,4903.22,11440.85,Good,0
100368,25000.0,40745.78,1245.01,5193.03,Cash loans, 36 months,16.88,D,633,26.33,3,OWN,Manufacturing,625.0,1458.33,Average,0
100369,305261.55,515644.65,9453.49,244413.35,Cash loans, 60 months,17.35,D,640,12.98,0,MORTGAGE,Manufacturing,7631.54,17806.92,Good,0
100370,25000.0,6057.55,185.09,7609.55,Cash loans, 36 months,7.01,A,759,7.8,0,OWN,Trading,625.0,1458.33,Good,0
100371,84694.86,142703.37,4360.38,9664.88,Cash loans, 36 months,16.08,D,651,16.87,24,OWN,Services,2117.38,4940.53,Average,0
100372,891613.98,710542.17,21711.01,817048.12,Revolving loans, 36 months,25.73,F,570,38.8,7,OWN,Services,22290.34,52010.82,Good,1
100373,121070.34,58450.51,1785.99,14883.77,Cash loans, 36 months,20.09,E,604,6.88,4,OWN,Trading,3026.76,7062.44,Good,0
100374,25451.51,38899.18,713.15,43378.53,Cash loans, 60 months,25.39,F,576,34.43,26,OWN,Services,636.29,1484.67,Good,1
100375,303850.85,472810.06,14446.97,623994.21,Cash loans, 36 months,9.62,B,725,5.25,22,MORTGAGE,Trading,7596.27,17724.63,Good,0
100376,25000.0,38431.43,1174.29,13016.12,Cash loans, 36 months,6.65,A,850,1.61,14,OWN,Manufacturing,625.0,1458.33,Good,0
100377,40027.15,5600.49,171.13,3745.26,Cash loans, 36 months,7.66,A,785,15.52,7,MORTGAGE,Manufacturing,1000.68,2334.92,Poor,0
100378,67660.94,19522.63,596.52,18405.02,Cash loans, 36 months,25.85,F,567,25.1,15,RENT,Services,1691.52,3946.89,Good,1
